aggr_num,aagr_area,Mean,StdDev,Min,Max,IntDen,RawIntDen,N,age,treatment,wormID,worm_area
466,1.562,60.312,2.651,56,64,94.238,965,N3,L4+1,control,C3_N3_D1,41054.883
467,0.684,60.571,4.504,53,65,41.406,424,N3,L4+1,control,C3_N3_D1,41054.883
468,0.098,55,0,55,55,5.371,55,N3,L4+1,control,C3_N3_D1,41054.883
469,0.098,31,0,31,31,3.027,31,N3,L4+1,control,C3_N3_D1,41054.883
470,0.098,40,0,40,40,3.906,40,N3,L4+1,control,C3_N3_D1,41054.883
471,0.098,61,0,61,61,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
472,0.098,58,0,58,58,5.664,58,N3,L4+1,control,C3_N3_D1,41054.883
473,0.195,65.5,0.707,65,66,12.793,131,N3,L4+1,control,C3_N3_D1,41054.883
474,0.195,63,2.828,61,65,12.305,126,N3,L4+1,control,C3_N3_D1,41054.883
475,0.098,31,0,31,31,3.027,31,N3,L4+1,control,C3_N3_D1,41054.883
476,0.293,43.333,2.309,42,46,12.695,130,N3,L4+1,control,C3_N3_D1,41054.883
477,0.098,56,0,56,56,5.469,56,N3,L4+1,control,C3_N3_D1,41054.883
478,0.586,63.333,3.077,58,66,37.109,380,N3,L4+1,control,C3_N3_D1,41054.883
479,0.098,52,0,52,52,5.078,52,N3,L4+1,control,C3_N3_D1,41054.883
480,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
481,0.098,63,0,63,63,6.152,63,N3,L4+1,control,C3_N3_D1,41054.883
482,0.195,64,2.828,62,66,12.5,128,N3,L4+1,control,C3_N3_D1,41054.883
483,0.098,55,0,55,55,5.371,55,N3,L4+1,control,C3_N3_D1,41054.883
484,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
485,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
486,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
487,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
488,0.195,54.5,16.263,43,66,10.645,109,N3,L4+1,control,C3_N3_D1,41054.883
489,0.293,57,11.269,44,64,16.699,171,N3,L4+1,control,C3_N3_D1,41054.883
490,0.195,55.5,2.121,54,57,10.84,111,N3,L4+1,control,C3_N3_D1,41054.883
491,0.488,63.2,1.789,61,66,30.859,316,N3,L4+1,control,C3_N3_D1,41054.883
492,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
493,0.098,58,0,58,58,5.664,58,N3,L4+1,control,C3_N3_D1,41054.883
494,0.195,32,2.828,30,34,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
495,0.195,65.5,0.707,65,66,12.793,131,N3,L4+1,control,C3_N3_D1,41054.883
496,0.195,43,14.142,33,53,8.398,86,N3,L4+1,control,C3_N3_D1,41054.883
497,0.781,61.25,3.454,56,65,47.852,490,N3,L4+1,control,C3_N3_D1,41054.883
498,0.391,64.5,1.291,63,66,25.195,258,N3,L4+1,control,C3_N3_D1,41054.883
499,0.488,63,2.449,60,66,30.762,315,N3,L4+1,control,C3_N3_D1,41054.883
500,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
501,0.098,50,0,50,50,4.883,50,N3,L4+1,control,C3_N3_D1,41054.883
502,0.195,39.5,2.121,38,41,7.715,79,N3,L4+1,control,C3_N3_D1,41054.883
503,0.098,42,0,42,42,4.102,42,N3,L4+1,control,C3_N3_D1,41054.883
504,0.293,58.333,6.506,52,65,17.09,175,N3,L4+1,control,C3_N3_D1,41054.883
505,0.098,45,0,45,45,4.395,45,N3,L4+1,control,C3_N3_D1,41054.883
506,0.195,65,1.414,64,66,12.695,130,N3,L4+1,control,C3_N3_D1,41054.883
507,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
508,0.098,56,0,56,56,5.469,56,N3,L4+1,control,C3_N3_D1,41054.883
509,0.391,59,5.598,54,66,23.047,236,N3,L4+1,control,C3_N3_D1,41054.883
510,0.391,54,6.976,46,63,21.094,216,N3,L4+1,control,C3_N3_D1,41054.883
511,0.293,63,3,60,66,18.457,189,N3,L4+1,control,C3_N3_D1,41054.883
512,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
513,0.098,57,0,57,57,5.566,57,N3,L4+1,control,C3_N3_D1,41054.883
514,0.098,58,0,58,58,5.664,58,N3,L4+1,control,C3_N3_D1,41054.883
515,0.098,49,0,49,49,4.785,49,N3,L4+1,control,C3_N3_D1,41054.883
516,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
517,0.195,65,1.414,64,66,12.695,130,N3,L4+1,control,C3_N3_D1,41054.883
518,11.035,46.681,9.338,30,66,515.137,5275,N3,L4+1,control,C3_N3_D1,41054.883
519,0.195,50.5,21.92,35,66,9.863,101,N3,L4+1,control,C3_N3_D1,41054.883
520,0.098,59,0,59,59,5.762,59,N3,L4+1,control,C3_N3_D1,41054.883
521,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
522,0.391,64.5,1.291,63,66,25.195,258,N3,L4+1,control,C3_N3_D1,41054.883
523,0.098,40,0,40,40,3.906,40,N3,L4+1,control,C3_N3_D1,41054.883
524,0.195,64,2.828,62,66,12.5,128,N3,L4+1,control,C3_N3_D1,41054.883
525,1.66,59.059,5.994,49,66,98.047,1004,N3,L4+1,control,C3_N3_D1,41054.883
526,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
527,0.195,64,2.828,62,66,12.5,128,N3,L4+1,control,C3_N3_D1,41054.883
528,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
529,0.098,42,0,42,42,4.102,42,N3,L4+1,control,C3_N3_D1,41054.883
530,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
531,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
532,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
533,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
534,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
535,0.586,54.167,5.947,46,60,31.738,325,N3,L4+1,control,C3_N3_D1,41054.883
536,0.098,63,0,63,63,6.152,63,N3,L4+1,control,C3_N3_D1,41054.883
537,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
538,0.293,35.333,3.512,32,39,10.352,106,N3,L4+1,control,C3_N3_D1,41054.883
539,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
540,0.098,63,0,63,63,6.152,63,N3,L4+1,control,C3_N3_D1,41054.883
541,0.586,61.167,4.446,56,66,35.84,367,N3,L4+1,control,C3_N3_D1,41054.883
542,0.098,61,0,61,61,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
543,0.195,64.5,0.707,64,65,12.598,129,N3,L4+1,control,C3_N3_D1,41054.883
544,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
545,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
546,0.098,30,0,30,30,2.93,30,N3,L4+1,control,C3_N3_D1,41054.883
547,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
548,0.488,47.2,15.897,30,62,23.047,236,N3,L4+1,control,C3_N3_D1,41054.883
549,0.098,57,0,57,57,5.566,57,N3,L4+1,control,C3_N3_D1,41054.883
550,0.098,63,0,63,63,6.152,63,N3,L4+1,control,C3_N3_D1,41054.883
551,0.098,46,0,46,46,4.492,46,N3,L4+1,control,C3_N3_D1,41054.883
552,0.098,59,0,59,59,5.762,59,N3,L4+1,control,C3_N3_D1,41054.883
553,0.098,63,0,63,63,6.152,63,N3,L4+1,control,C3_N3_D1,41054.883
554,1.562,37.812,5.845,31,50,59.082,605,N3,L4+1,control,C3_N3_D1,41054.883
555,1.66,61,4.153,51,66,101.27,1037,N3,L4+1,control,C3_N3_D1,41054.883
556,1.465,56.8,5.213,49,64,83.203,852,N3,L4+1,control,C3_N3_D1,41054.883
557,0.195,62.5,0.707,62,63,12.207,125,N3,L4+1,control,C3_N3_D1,41054.883
558,0.684,65.286,0.951,64,66,44.629,457,N3,L4+1,control,C3_N3_D1,41054.883
559,0.293,40.667,2.309,38,42,11.914,122,N3,L4+1,control,C3_N3_D1,41054.883
560,0.098,47,0,47,47,4.59,47,N3,L4+1,control,C3_N3_D1,41054.883
561,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
562,0.098,30,0,30,30,2.93,30,N3,L4+1,control,C3_N3_D1,41054.883
563,0.098,35,0,35,35,3.418,35,N3,L4+1,control,C3_N3_D1,41054.883
564,0.195,65,1.414,64,66,12.695,130,N3,L4+1,control,C3_N3_D1,41054.883
565,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
566,1.562,61.188,3.43,52,66,95.605,979,N3,L4+1,control,C3_N3_D1,41054.883
567,0.195,46,16.971,34,58,8.984,92,N3,L4+1,control,C3_N3_D1,41054.883
568,1.074,56.727,4.735,50,66,60.938,624,N3,L4+1,control,C3_N3_D1,41054.883
569,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
570,0.195,61,1.414,60,62,11.914,122,N3,L4+1,control,C3_N3_D1,41054.883
571,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
572,0.293,63,2.646,60,65,18.457,189,N3,L4+1,control,C3_N3_D1,41054.883
573,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
574,0.195,45.5,4.95,42,49,8.887,91,N3,L4+1,control,C3_N3_D1,41054.883
575,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
576,0.488,61.6,3.647,58,66,30.078,308,N3,L4+1,control,C3_N3_D1,41054.883
577,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
578,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
579,0.195,60.5,4.95,57,64,11.816,121,N3,L4+1,control,C3_N3_D1,41054.883
580,0.098,61,0,61,61,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
581,0.098,57,0,57,57,5.566,57,N3,L4+1,control,C3_N3_D1,41054.883
582,0.195,59,9.899,52,66,11.523,118,N3,L4+1,control,C3_N3_D1,41054.883
583,0.098,58,0,58,58,5.664,58,N3,L4+1,control,C3_N3_D1,41054.883
584,0.391,54,4.243,50,59,21.094,216,N3,L4+1,control,C3_N3_D1,41054.883
585,0.098,41,0,41,41,4.004,41,N3,L4+1,control,C3_N3_D1,41054.883
586,0.293,62.667,2.082,61,65,18.359,188,N3,L4+1,control,C3_N3_D1,41054.883
587,0.195,63.5,0.707,63,64,12.402,127,N3,L4+1,control,C3_N3_D1,41054.883
588,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
589,1.367,56.786,5.713,47,66,77.637,795,N3,L4+1,control,C3_N3_D1,41054.883
590,0.488,49,7.681,36,56,23.926,245,N3,L4+1,control,C3_N3_D1,41054.883
591,0.098,44,0,44,44,4.297,44,N3,L4+1,control,C3_N3_D1,41054.883
592,0.195,62,2.828,60,64,12.109,124,N3,L4+1,control,C3_N3_D1,41054.883
593,1.172,59.5,3.826,54,65,69.727,714,N3,L4+1,control,C3_N3_D1,41054.883
594,0.391,48.25,8.057,40,59,18.848,193,N3,L4+1,control,C3_N3_D1,41054.883
595,0.098,60,0,60,60,5.859,60,N3,L4+1,control,C3_N3_D1,41054.883
596,0.586,58.833,5.115,53,66,34.473,353,N3,L4+1,control,C3_N3_D1,41054.883
597,0.488,63,3.317,59,66,30.762,315,N3,L4+1,control,C3_N3_D1,41054.883
598,0.098,40,0,40,40,3.906,40,N3,L4+1,control,C3_N3_D1,41054.883
599,0.195,65,1.414,64,66,12.695,130,N3,L4+1,control,C3_N3_D1,41054.883
600,0.293,61.333,2.082,59,63,17.969,184,N3,L4+1,control,C3_N3_D1,41054.883
601,0.195,64.5,2.121,63,66,12.598,129,N3,L4+1,control,C3_N3_D1,41054.883
602,0.293,61.667,4.509,57,66,18.066,185,N3,L4+1,control,C3_N3_D1,41054.883
603,0.879,48.444,8.647,35,60,42.578,436,N3,L4+1,control,C3_N3_D1,41054.883
604,0.098,61,0,61,61,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
605,0.195,64.5,0.707,64,65,12.598,129,N3,L4+1,control,C3_N3_D1,41054.883
606,0.488,63.8,1.789,62,66,31.152,319,N3,L4+1,control,C3_N3_D1,41054.883
607,0.098,57,0,57,57,5.566,57,N3,L4+1,control,C3_N3_D1,41054.883
608,0.391,60.75,4.646,55,65,23.73,243,N3,L4+1,control,C3_N3_D1,41054.883
609,0.098,56,0,56,56,5.469,56,N3,L4+1,control,C3_N3_D1,41054.883
610,0.293,30.667,1.155,30,32,8.984,92,N3,L4+1,control,C3_N3_D1,41054.883
611,0.488,61.6,3.286,57,66,30.078,308,N3,L4+1,control,C3_N3_D1,41054.883
612,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
613,0.586,55,8.649,43,65,32.227,330,N3,L4+1,control,C3_N3_D1,41054.883
614,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
615,0.488,64.2,2.95,59,66,31.348,321,N3,L4+1,control,C3_N3_D1,41054.883
616,0.391,56.25,2.754,53,59,21.973,225,N3,L4+1,control,C3_N3_D1,41054.883
617,0.879,60.111,4.197,53,65,52.832,541,N3,L4+1,control,C3_N3_D1,41054.883
618,0.293,62.667,4.163,58,66,18.359,188,N3,L4+1,control,C3_N3_D1,41054.883
619,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
620,0.098,63,0,63,63,6.152,63,N3,L4+1,control,C3_N3_D1,41054.883
621,0.586,63.333,1.033,62,65,37.109,380,N3,L4+1,control,C3_N3_D1,41054.883
622,0.195,62,4.243,59,65,12.109,124,N3,L4+1,control,C3_N3_D1,41054.883
623,0.879,58.889,5.968,47,66,51.758,530,N3,L4+1,control,C3_N3_D1,41054.883
624,1.953,59.25,4.241,50,65,115.723,1185,N3,L4+1,control,C3_N3_D1,41054.883
625,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
626,0.293,57,3.464,55,61,16.699,171,N3,L4+1,control,C3_N3_D1,41054.883
627,0.977,63.3,2.791,57,66,61.816,633,N3,L4+1,control,C3_N3_D1,41054.883
628,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
629,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
630,0.586,59.167,3.189,56,65,34.668,355,N3,L4+1,control,C3_N3_D1,41054.883
631,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
632,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
633,1.27,62.154,3.716,56,66,78.906,808,N3,L4+1,control,C3_N3_D1,41054.883
634,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
635,0.195,51,16.971,39,63,9.961,102,N3,L4+1,control,C3_N3_D1,41054.883
636,0.391,60.5,4.123,57,65,23.633,242,N3,L4+1,control,C3_N3_D1,41054.883
637,0.293,63,3,60,66,18.457,189,N3,L4+1,control,C3_N3_D1,41054.883
638,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
639,0.195,62,0,62,62,12.109,124,N3,L4+1,control,C3_N3_D1,41054.883
640,0.195,63.5,2.121,62,65,12.402,127,N3,L4+1,control,C3_N3_D1,41054.883
641,3.613,57.378,5.256,47,66,207.324,2123,N3,L4+1,control,C3_N3_D1,41054.883
642,0.195,64,0,64,64,12.5,128,N3,L4+1,control,C3_N3_D1,41054.883
643,0.195,63,4.243,60,66,12.305,126,N3,L4+1,control,C3_N3_D1,41054.883
644,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
645,1.27,57.769,4.729,51,66,73.34,751,N3,L4+1,control,C3_N3_D1,41054.883
646,0.098,60,0,60,60,5.859,60,N3,L4+1,control,C3_N3_D1,41054.883
647,1.172,60.083,5.035,49,65,70.41,721,N3,L4+1,control,C3_N3_D1,41054.883
648,0.293,60.667,3.055,58,64,17.773,182,N3,L4+1,control,C3_N3_D1,41054.883
649,0.195,62,4.243,59,65,12.109,124,N3,L4+1,control,C3_N3_D1,41054.883
650,0.879,56.889,8.796,42,66,50,512,N3,L4+1,control,C3_N3_D1,41054.883
651,0.195,59,7.071,54,64,11.523,118,N3,L4+1,control,C3_N3_D1,41054.883
652,0.098,63,0,63,63,6.152,63,N3,L4+1,control,C3_N3_D1,41054.883
653,3.906,58.425,8.602,31,66,228.223,2337,N3,L4+1,control,C3_N3_D1,41054.883
654,0.586,54,12.133,33,66,31.641,324,N3,L4+1,control,C3_N3_D1,41054.883
655,0.098,59,0,59,59,5.762,59,N3,L4+1,control,C3_N3_D1,41054.883
656,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
657,0.781,59.625,4.307,54,66,46.582,477,N3,L4+1,control,C3_N3_D1,41054.883
658,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
659,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
660,1.27,58.462,4.789,49,66,74.219,760,N3,L4+1,control,C3_N3_D1,41054.883
661,0.195,60.5,0.707,60,61,11.816,121,N3,L4+1,control,C3_N3_D1,41054.883
662,0.098,59,0,59,59,5.762,59,N3,L4+1,control,C3_N3_D1,41054.883
663,2.441,59.2,4.958,48,66,144.531,1480,N3,L4+1,control,C3_N3_D1,41054.883
664,1.074,56.545,5.989,45,65,60.742,622,N3,L4+1,control,C3_N3_D1,41054.883
665,0.195,65.5,0.707,65,66,12.793,131,N3,L4+1,control,C3_N3_D1,41054.883
666,0.098,61,0,61,61,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
667,0.098,58,0,58,58,5.664,58,N3,L4+1,control,C3_N3_D1,41054.883
668,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
669,0.098,63,0,63,63,6.152,63,N3,L4+1,control,C3_N3_D1,41054.883
670,0.879,60.778,3.801,54,65,53.418,547,N3,L4+1,control,C3_N3_D1,41054.883
671,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
672,0.195,54,9.899,47,61,10.547,108,N3,L4+1,control,C3_N3_D1,41054.883
673,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
674,1.66,44.647,10.081,31,62,74.121,759,N3,L4+1,control,C3_N3_D1,41054.883
675,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
676,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
677,0.098,63,0,63,63,6.152,63,N3,L4+1,control,C3_N3_D1,41054.883
678,0.098,35,0,35,35,3.418,35,N3,L4+1,control,C3_N3_D1,41054.883
679,0.293,46.667,16.862,35,66,13.672,140,N3,L4+1,control,C3_N3_D1,41054.883
680,2.734,58.964,6.179,47,66,161.23,1651,N3,L4+1,control,C3_N3_D1,41054.883
681,0.195,57,4.243,54,60,11.133,114,N3,L4+1,control,C3_N3_D1,41054.883
682,0.098,53,0,53,53,5.176,53,N3,L4+1,control,C3_N3_D1,41054.883
683,0.098,60,0,60,60,5.859,60,N3,L4+1,control,C3_N3_D1,41054.883
684,0.195,60,5.657,56,64,11.719,120,N3,L4+1,control,C3_N3_D1,41054.883
685,0.098,38,0,38,38,3.711,38,N3,L4+1,control,C3_N3_D1,41054.883
686,0.098,32,0,32,32,3.125,32,N3,L4+1,control,C3_N3_D1,41054.883
687,0.586,59.667,5.428,50,66,34.961,358,N3,L4+1,control,C3_N3_D1,41054.883
688,1.465,61.4,3.397,57,66,89.941,921,N3,L4+1,control,C3_N3_D1,41054.883
689,0.195,55,9.899,48,62,10.742,110,N3,L4+1,control,C3_N3_D1,41054.883
690,0.488,59.4,4.037,55,66,29.004,297,N3,L4+1,control,C3_N3_D1,41054.883
691,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
692,0.098,33,0,33,33,3.223,33,N3,L4+1,control,C3_N3_D1,41054.883
693,0.586,62.167,3.971,55,65,36.426,373,N3,L4+1,control,C3_N3_D1,41054.883
694,0.488,59.2,4.438,53,63,28.906,296,N3,L4+1,control,C3_N3_D1,41054.883
695,0.391,60.25,4.646,56,66,23.535,241,N3,L4+1,control,C3_N3_D1,41054.883
696,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
697,0.293,60,3,57,63,17.578,180,N3,L4+1,control,C3_N3_D1,41054.883
698,0.098,59,0,59,59,5.762,59,N3,L4+1,control,C3_N3_D1,41054.883
699,0.098,63,0,63,63,6.152,63,N3,L4+1,control,C3_N3_D1,41054.883
700,2.246,52.783,11.245,32,66,118.555,1214,N3,L4+1,control,C3_N3_D1,41054.883
701,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
702,0.195,30.5,0.707,30,31,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
703,2.441,54.8,7.012,43,64,133.789,1370,N3,L4+1,control,C3_N3_D1,41054.883
704,0.098,61,0,61,61,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
705,0.293,64,0,64,64,18.75,192,N3,L4+1,control,C3_N3_D1,41054.883
706,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
707,0.293,46.667,8.505,38,55,13.672,140,N3,L4+1,control,C3_N3_D1,41054.883
708,0.293,60.333,3.055,57,63,17.676,181,N3,L4+1,control,C3_N3_D1,41054.883
709,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
710,0.293,64.667,1.528,63,66,18.945,194,N3,L4+1,control,C3_N3_D1,41054.883
711,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
712,0.195,31,1.414,30,32,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
713,0.195,30.5,0.707,30,31,5.957,61,N3,L4+1,control,C3_N3_D1,41054.883
714,0.488,54.2,4.97,47,58,26.465,271,N3,L4+1,control,C3_N3_D1,41054.883
715,0.293,54.667,5.686,50,61,16.016,164,N3,L4+1,control,C3_N3_D1,41054.883
716,0.098,65,0,65,65,6.348,65,N3,L4+1,control,C3_N3_D1,41054.883
717,0.098,64,0,64,64,6.25,64,N3,L4+1,control,C3_N3_D1,41054.883
718,0.391,61.5,4.655,57,66,24.023,246,N3,L4+1,control,C3_N3_D1,41054.883
719,0.195,55,8.485,49,61,10.742,110,N3,L4+1,control,C3_N3_D1,41054.883
720,0.391,49,13.367,33,61,19.141,196,N3,L4+1,control,C3_N3_D1,41054.883
721,0.098,53,0,53,53,5.176,53,N3,L4+1,control,C3_N3_D1,41054.883
722,0.293,37.667,4.163,33,41,11.035,113,N3,L4+1,control,C3_N3_D1,41054.883
723,0.293,48.667,10.504,38,59,14.258,146,N3,L4+1,control,C3_N3_D1,41054.883
724,0.195,34,1.414,33,35,6.641,68,N3,L4+1,control,C3_N3_D1,41054.883
725,0.098,50,0,50,50,4.883,50,N3,L4+1,control,C3_N3_D1,41054.883
726,3.027,55.419,4.877,47,64,167.773,1718,N3,L4+1,control,C3_N3_D1,41054.883
727,0.391,46.75,15.903,32,61,18.262,187,N3,L4+1,control,C3_N3_D1,41054.883
728,0.098,33,0,33,33,3.223,33,N3,L4+1,control,C3_N3_D1,41054.883
729,2.148,47.591,11.484,30,65,102.246,1047,N3,L4+1,control,C3_N3_D1,41054.883
730,0.098,37,0,37,37,3.613,37,N3,L4+1,control,C3_N3_D1,41054.883
731,0.293,60.667,5.033,56,66,17.773,182,N3,L4+1,control,C3_N3_D1,41054.883
732,0.195,44.5,20.506,30,59,8.691,89,N3,L4+1,control,C3_N3_D1,41054.883
733,0.098,63,0,63,63,6.152,63,N3,L4+1,control,C3_N3_D1,41054.883
734,0.098,35,0,35,35,3.418,35,N3,L4+1,control,C3_N3_D1,41054.883
735,0.195,40.5,2.121,39,42,7.91,81,N3,L4+1,control,C3_N3_D1,41054.883
736,0.195,59,5.657,55,63,11.523,118,N3,L4+1,control,C3_N3_D1,41054.883
737,0.391,57,6.377,48,62,22.266,228,N3,L4+1,control,C3_N3_D1,41054.883
738,0.195,46.5,2.121,45,48,9.082,93,N3,L4+1,control,C3_N3_D1,41054.883
739,0.488,46.4,6.841,38,53,22.656,232,N3,L4+1,control,C3_N3_D1,41054.883
740,0.195,54.5,2.121,53,56,10.645,109,N3,L4+1,control,C3_N3_D1,41054.883
741,0.098,35,0,35,35,3.418,35,N3,L4+1,control,C3_N3_D1,41054.883
742,0.098,36,0,36,36,3.516,36,N3,L4+1,control,C3_N3_D1,41054.883
743,0.195,36.5,9.192,30,43,7.129,73,N3,L4+1,control,C3_N3_D1,41054.883
744,0.391,55,8.832,42,61,21.484,220,N3,L4+1,control,C3_N3_D1,41054.883
745,1.074,49.273,10.238,33,64,52.93,542,N3,L4+1,control,C3_N3_D1,41054.883
746,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
747,0.098,56,0,56,56,5.469,56,N3,L4+1,control,C3_N3_D1,41054.883
748,0.098,36,0,36,36,3.516,36,N3,L4+1,control,C3_N3_D1,41054.883
749,0.586,54.833,7.521,46,65,32.129,329,N3,L4+1,control,C3_N3_D1,41054.883
750,0.684,46.571,8.304,35,58,31.836,326,N3,L4+1,control,C3_N3_D1,41054.883
751,0.098,35,0,35,35,3.418,35,N3,L4+1,control,C3_N3_D1,41054.883
752,0.195,49,12.728,40,58,9.57,98,N3,L4+1,control,C3_N3_D1,41054.883
753,0.098,42,0,42,42,4.102,42,N3,L4+1,control,C3_N3_D1,41054.883
754,0.098,56,0,56,56,5.469,56,N3,L4+1,control,C3_N3_D1,41054.883
755,0.098,62,0,62,62,6.055,62,N3,L4+1,control,C3_N3_D1,41054.883
756,0.098,66,0,66,66,6.445,66,N3,L4+1,control,C3_N3_D1,41054.883
757,0.195,40.5,0.707,40,41,7.91,81,N3,L4+1,control,C3_N3_D1,41054.883
758,0.293,32.333,2.517,30,35,9.473,97,N3,L4+1,control,C3_N3_D1,41054.883
759,0.391,44.25,13.672,33,64,17.285,177,N3,L4+1,control,C3_N3_D1,41054.883
760,0.879,51.667,11.347,34,64,45.41,465,N3,L4+1,control,C3_N3_D1,41054.883
761,0.781,56.75,7.066,48,66,44.336,454,N3,L4+1,control,C3_N3_D1,41054.883
762,0.879,51.222,11.02,32,61,45.02,461,N3,L4+1,control,C3_N3_D1,41054.883
763,0.098,31,0,31,31,3.027,31,N3,L4+1,control,C3_N3_D1,41054.883
764,0.391,34,2,33,37,13.281,136,N3,L4+1,control,C3_N3_D1,41054.883
765,0.098,35,0,35,35,3.418,35,N3,L4+1,control,C3_N3_D1,41054.883
766,0.391,45,8.832,39,58,17.578,180,N3,L4+1,control,C3_N3_D1,41054.883
767,0.098,44,0,44,44,4.297,44,N3,L4+1,control,C3_N3_D1,41054.883
768,0.781,43.875,11.37,30,61,34.277,351,N3,L4+1,control,C3_N3_D1,41054.883
769,0.293,43.667,11.59,33,56,12.793,131,N3,L4+1,control,C3_N3_D1,41054.883
